터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자
와동지하차도,지하차도,02,지방도,지방도359호선,359,양방향,경기도,파주시,41480,경기도 파주시 당하동 , 37.741439, 126.753029, 37.742602, 126.752590,125,18.5,0,5,4,2013,2024-11-20,B,정기점검,적용,Y,,,,N,경기도 파주시,031-940-5701,2024-12-31
탑골지하차도,지하차도,02,지방도,지방도357호선,357,양방향,경기도,파주시,41480,경기도 파주시 산남동 , 37.700006, 126.710577, 37.698344, 126.708678,225,29.6,0,4.9,6,2011,2024-11-21,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
산내 지하차도,지하차도,02,지방도,지방도357호선,357,양방향,경기도,파주시,41480,경기도 파주시 다율동 , 37.730328, 126.727474, 37.732001, 126.726459,210,17.5,0,5.2,4,2014,2024-11-20,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
한길지하차도,지하차도,01,지방도,지방도359호선,359,양방향,경기도,파주시,41480,경기도 파주시 와동동 , 37.730409, 126.760508, 37.723995, 126.760982,957,16,0,5,4,2011,2024-11-20,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
한빛지하차도,지하차도,02,지방도,지방도359호선,359,양방향,경기도,파주시,41480,경기도 파주시 야당동 , 37.710746, 126.758938, 37.706242, 126.759202,495,16,0,4.5,4,2011,2024-11-21,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
심학산지하차도,지하차도,02,지방도,지방도357호선,357,양방향,경기도,파주시,41480,경기도 파주시 목동동 , 37.718076, 126.731807, 37.716057, 126.731746,225,24.5,0,5,6,2013,2024-11-21,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
책향기지하차도,지하차도,02,지방도,지방도357호선,357,양방향,경기도,파주시,41480,경기도 파주시 목동동 , 37.724985, 126.731192, 37.726640, 126.730052,203,24.5,0,5,6,2013,2024-11-21,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
기왓돌지하차도,지하차도,02,지방도,지방도358호선,358,양방향,경기도,파주시,41480,경기도 파주시 동패동 , 37.707081, 126.746997, 37.707004, 126.744729,165,26,0,4.5,6,2011,2024-11-21,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
가온지하차도,지하차도,99,기타,도시계획도로,,양방향,경기도,파주시,41480,경기도 파주시 동패동 , 37.713404, 126.741622, 37.714311, 126.740281,70,19,0,5,4,2011,2023-11-27,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
후곡지하차도,지하차도,99,기타,도시계획도로,,양방향,경기도,파주시,41480,경기도 파주시 금촌동 , 37.751863, 126.768659, 37.751751, 126.768668,16.5,16,0,4.5,4,2004,2023-11-27,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
쇠재지하차도,지하차도,99,기타,도시계획도로,,양방향,경기도,파주시,41480,경기도 파주시 금촌동 , 37.751882, 126.773675, 37.751772, 126.773582,17,12,0,4.5,4,2004,2023-11-27,A,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
봉서터널,도로터널,03,시도,시도,,양방향,경기도,파주시,41480,경기도 파주시 파주읍 봉서리, 37.850654, 126.795581, 37.851142, 126.796284,50,35.6,4.1,11,4,2006,2024-11-21,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
학령1터널,도로터널,03,시도,시도,,양방향,경기도,파주시,41480,경기도 파주시 아동동 , 37.760955, 126.780871, 37.761181, 126.781210,20,21,2,11,4,2006,2024-11-21,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
학령2터널,도로터널,03,시도,시도,,양방향,경기도,파주시,41480,경기도 파주시 아동동 , 37.757098, 126.790187, 37.757270, 126.790561,19,21,2,13,4,2006,2024-11-21,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
두지터널,도로터널,03,지방도,지방도367호선,367,양방향,경기도,파주시,41480,경기도 파주시 적성면 두지리, 37.958008, 126.892436, 37.958377, 126.892606,20,16,0,8,5,2007,2024-11-21,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
신산터널,도로터널,03,시도,시도,,양방향,경기도,파주시,41480,경기도 파주시 광탄면 신산리, 37.778438, 126.853671, 37.778942, 126.853910,23,15,2,8,3,2007,2024-11-21,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
덕고개터널,도로터널,03,시도,시도,,양방향,경기도,파주시,41480,경기도 파주시 적성면 답곡리, 37.947879, 126.868086, 37.947740, 126.868240,30,10,2,8,3,2009,2024-11-21,B,정기점검,미적용,N,,,,N,경기도 파주시,031-940-5701,2024-12-31
대덕터널(상),도로터널,02,일반국도,일반국도38호선,38,상행,경기도,안성시,41550,경기도 안성시 신모산동 , 37.022418, 127.247125, 37.023266, 127.251266,419.5,9.5,1,6.5,1,1994,2024-11-21,A,정밀점검,미적용,N,,,,N,경기도 안성시,031-678-2762,2024-12-31
대덕터널(하),도로터널,02,일반국도,일반국도38호선,38,하행,경기도,안성시,41550,경기도 안성시 신모산동 , 37.023922, 127.252068, 37.022860, 127.247120,395.5,9.5,1,4,1,1994,2024-11-21,A,정밀점검,미적용,N,,,,N,경기도 안성시,031-678-2762,2024-12-31
비봉터널(상),도로터널,02,일반국도,일반국도38호선,38,상행,경기도,안성시,41550,경기도 안성시 당왕동 , 37.022526, 127.277967, 37.021995, 127.283690,497.5,9.5,1,6.5,2,1994,2024-11-21,A,정밀점검,미적용,N,,,,N,경기도 안성시,031-678-2762,2024-12-31
비봉터널(하),도로터널,02,일반국도,일반국도38호선,38,하행,경기도,안성시,41550,경기도 안성시 당왕동 , 37.022332, 127.283708, 37.022958, 127.278126,488.5,9.5,1,6.5,2,1994,2024-11-21,A,정밀점검,적용,Y,,,,N,경기도 안성시,031-678-2762,2024-12-31
안성복합유통시설(스타필드)지하차도,지하차도,02,시도,시도,,상행,경기도,안성시,41550,경기도 안성시 공도읍 진사리, 36.997696, 127.151751, 36.996350, 127.146715,558,10.3,0,5,1,2020,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 안성시,031-678-2762,2024-12-31
북변터널,도로터널,03,시도,시도,,양방향,경기도,김포시,41570,경기도 김포시 북변동 , 37.623408, 126.708065, 37.624575, 126.706485,180,12,3,6.8,2,1998,2024-12-31,B,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
나진지하차도,지하차도,02,국가지원지방도,국가지원지방도98호선,98,상행,경기도,김포시,41570,경기도 김포시 운양동 , 37.636594, 126.692180, 37.636021, 126.693542,366,3.5,0,5.7,1,2014,2024-12-31,B,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
운양2지하차도,지하차도,02,시도,시도,,양방향,경기도,김포시,41570,경기도 김포시 운양동 , 37.664620, 126.676611, 37.665121, 126.675271,132,30,0,4.7,6,2016,2024-12-31,B,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
운양지하차도,지하차도,01,지방도,지방도356호선,356,양방향,경기도,김포시,41570,경기도 김포시 운양동 , 37.649399, 126.702031, 37.662192, 126.680877,2722,10.5,0,5,6,2011,2024-09-27,B,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
장기지하차도1,지하차도,01,시도,시도,,양방향,경기도,김포시,41570,경기도 김포시 운양동 , 37.654633, 126.669503, 37.640517, 126.686924,999,19,0,5,4,2013,2024-06-19,B,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
장기지하차도2,지하차도,01,시도,시도,,양방향,경기도,김포시,41570,경기도 김포시 운양동 , 37.654723, 126.669593, 37.640536, 126.687059,1220,19,0,5,4,2013,2024-06-19,B,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
풍무터널,도로터널,99,시도,시도,,양방향,경기도,김포시,41570,경기도 김포시 풍무동 , 37.601191, 126.723569, 37.600925, 126.724788,113.1,21,0,9.5,4,2014,2020-12-06,A,정기점검,미적용,N,,,,N,경기도 김포시,031-980-2347,2024-12-31
장지지하차도,지하차도,02,국가지원지방도,국가지원지방도82호선,82,양방향,경기도,화성시,41590,경기도 화성시 장지동 , 37.158392, 127.102188, 37.157768, 127.104033,480,19.7,0,4.5,4,2017,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
오름 지하차도,지하차도,02,일반국도,일반국도77호선,77,양방향,경기도,화성시,41590,경기도 화성시 새솔동 , 37.286534, 126.804723, 37.289129, 126.804716,160,17.5,0,4.7,4,2017,2024-12-31,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
진안 RAMP-A 지하차도,지하차도,02,일반국도,일반국도43호선,43,상행,경기도,화성시,41590,경기도 화성시 진안동 , 37.215942, 127.029980, 37.217198, 127.032848,360,7,0,5.1,1,2008,2024-12-17,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
문호지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 남양읍 문호리, 37.249964, 126.788308, 37.249984, 126.790322,180,17,0,4.7,4,2019,2024-12-31,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
산척지하차도,지하차도,02,국가지원지방도,국가지원지방도23호선,23,양방향,경기도,화성시,41590,경기도 화성시 산척동 , 37.168313, 127.123574, 37.166231, 127.123373,171,34.4,0,5,7,2017,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
신리지하차도,지하차도,02,국가지원지방도,국가지원지방도23호선,23,양방향,경기도,화성시,41590,경기도 화성시 신동 , 37.168098, 127.123518, 37.173134, 127.124134,124,18,0,5,4,2017,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
장지교차로지하차도,지하차도,02,국가지원지방도,국가지원지방도23호선,23,양방향,경기도,화성시,41590,경기도 화성시 장지동 , 37.154290, 127.118704, 37.152375, 127.123328,160,18,0,5,4,2017,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
영내지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 영천동 , 37.215899, 127.094610, 37.215444, 127.099166,396,29.9,7.9,7.4,6,2016,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
청계지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 청계동 , 37.194335, 127.096605, 37.194930, 127.101161,416,17.3,0,0,4,2019,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
수영리지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 봉담읍 수영리, 37.235753, 126.962011, 37.239321, 126.960200,160,21,5,5,4,2012,2024-12-31,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
잎새 지하차도,지하차도,02,국가지원지방도,국가지원지방도84호선,84,양방향,경기도,화성시,41590,경기도 화성시 반송동 , 37.210474, 127.069452, 37.209125, 127.071580,232,23.5,4,5.3,6,2006,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
하나지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 능동 , 37.219379, 127.055653, 37.216012, 127.059357,500,21.5,0,5.2,6,2007,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
구목포지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 병점동 , 37.200312, 127.039061, 37.200085, 127.039123,25,19.2,0,0,4,2005,2024-12-17,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
남양지하차도,지하차도,02,지방도,지방도322호선,322,양방향,경기도,화성시,41590,경기도 화성시 남양읍 북양리, 37.215322, 126.832261, 37.216953, 126.832145,180,17,0,7,4,2017,2024-12-31,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
능동지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 능동 , 37.200468, 127.039616, 37.199064, 127.046086,919,4.5,1.3,5,2,2007,2024-12-17,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
동부대로3(보들)지하차도,지하차도,01,지방도,지방도311호선,311,양방향,경기도,화성시,41590,경기도 화성시 오산동 , 37.193841, 127.088176, 37.199049, 127.088143,1065,23.5,0,0,4,2015,2024-06-26,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
동부대로4(신리)지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 오산동 , 37.181785, 127.088199, 37.187462, 127.088228,1030,18,0,0,4,2015,2024-06-26,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
동부대로5(동탄산단1)지하차도,지하차도,02,지방도,지방도311호선,311,양방향,경기도,화성시,41590,경기도 화성시 방교동 , 37.171699, 127.086543, 37.173366, 127.086990,585,18,0,0,4,2015,2024-06-26,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
동부대로6(동탄산단2)지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 방교동 , 37.165863, 127.085450, 37.163521, 127.084755,219,19.6,0,0,4,2015,2024-06-26,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
매송지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 매송면 원리, 37.281101, 126.885217, 37.280618, 126.885131,55,7,0,5.5,4,2000,2024-12-31,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
반정지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 반정동 , 37.226834, 127.024184, 37.227652, 127.024917,59.6,0,0,0,2,1998,2024-12-17,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
송동지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 방교동 , 37.164815, 127.088964, 37.164797, 127.092277,295,30.5,3,5,6,2014,2024-12-10,C,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
양산지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 병점동 , 37.201390, 127.035775, 37.200831, 127.036473,86.8,12.2,0,0,2,2005,2024-12-17,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
중동지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 영천동 , 37.202343, 127.123655, 37.203343, 127.118818,440,4,0,5,4,2015,2024-06-26,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
풀잎 지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 석우동 , 37.214226, 127.077849, 37.215351, 127.079535,190.4,23.5,4,5.3,6,2006,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
용주1(화산1)지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 송산동 , 37.214209, 127.000248, 37.208793, 127.005497,920,40,0,4.6,4,2015,2024-12-17,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
화산2(용주2)지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 송산동 , 37.205110, 127.010110, 37.207408, 127.007908,740,22,0,4.5,5,2015,2024-12-02,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
황계지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 황계동 , 37.225273, 127.023693, 37.225163, 127.023383,71.4,8,0,0,2,1970,2024-12-17,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
병점지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 진안동 , 37.206402, 127.036197, 37.211711, 127.031761,382,15,0,5,4,1998,2024-10-20,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
하길지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 향남읍 하길리, 37.117011, 126.907353, 37.113452, 126.919486,680,23,0,7.6,6,2013,2024-12-31,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
병점1교 지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 병점동 , 37.198933, 127.040415, 37.198764, 127.041099,66.6,9.6,0,0,2,1998,2024-12-17,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
효원지하차도,지하차도,03,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 반정동 , 37.220570, 127.026847, 37.220638, 127.026985,11,13,0,2.5,2,1985,2024-12-17,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
병점차량기지(서동탄역) 지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 능동 , 37.196400, 127.050837, 37.196058, 127.047991,254,10.3,2,3.3,2,2003,2024-12-17,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
태안(안녕)지하차도,지하차도,02,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 안녕동 , 37.201333, 127.013082, 37.202298, 127.012164,136,18.5,0,4.5,4,2015,2024-12-17,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
하길 제2지하차도,지하차도,02,일반국도,일반국도43호선,43,양방향,경기도,화성시,41590,경기도 화성시 향남읍 하길리, 37.111826, 126.925184, 37.111188, 126.927344,495,7.5,0,7,4,2018,2024-12-12,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
금곡지하차도,지하차도,02,지방도,지방도309호선,309,양방향,경기도,화성시,41590,경기도 화성시 향남읍 상신리, 37.097425, 126.902971, 37.098268, 126.903926,127,16,0,9,4,2018,2024-12-12,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
봉담지하차도,지하차도,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 봉담읍 상리, 37.216452, 126.944687, 37.222810, 126.951854,962,15,0,5.7,4,2021,2024-09-30,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
남양터널,도로터널,01,시도,시도,,상행,경기도,화성시,41590,경기도 화성시 남양읍 남양리, 37.200997, 126.830311, 37.202352, 126.832335,240,12,8,6,3,2016,2024-06-25,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
쌍학터널,도로터널,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리, 37.230052, 126.895234, 37.230114, 126.896189,90,23,0,12,4,2017,2024-12-31,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
산척터널,도로터널,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 산척동 , 37.175563, 127.120420, 37.178670, 127.121326,353,15.2,2.5,9.7,6,2017,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
중리터널(상행),도로터널,02,국가지원지방도,국가지원지방도23호선,23,상행,경기도,화성시,41590,경기도 화성시 신동 , 37.193380, 127.131669, 37.198724, 127.131733,630,2,0,4.8,2,2016,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
중리터널(하행),도로터널,02,국가지원지방도,국가지원지방도23호선,23,상행,경기도,화성시,41590,경기도 화성시 중동 , 37.198358, 127.131374, 37.193291, 127.131363,600,2,0,4.8,2,2016,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
화산터널,도로터널,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 송산동 , 37.216015, 126.998252, 37.218015, 126.995255,370,13.5,0,7.8,6,2015,2024-12-02,B,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
방교터널,도로터널,01,시도,시도,,양방향,경기도,화성시,41590,경기도 화성시 송동 , 37.172531, 127.098063, 37.172526, 127.093548,580,32.5,2,4.5,6,2014,2024-12-19,A,정기점검,미적용,N,,,,N,경기도 화성시,031-5189-2466,2024-12-31
갈마터널(상),도로터널,02,시도,시도,,상행,경기도,성남시 중원구,41133,경기도 성남시 중원구 갈현동 , 37.420078, 127.190488, 37.422481, 127.188042,343,9.9,0,7.1,2,1978,2024-12-18,A,정기점검,미적용,N,,,,N,경기도 성남시 중원구,031-760-4496,2024-12-31
갈마터널(하),도로터널,02,시도,시도,,하행,경기도,성남시 중원구,41133,경기도 성남시 중원구 갈현동 , 37.422575, 127.187098, 37.419345, 127.190649,480,9.7,0,6.7,2,1992,2024-12-18,A,정기점검,미적용,N,,,,N,경기도 성남시 중원구,031-760-4496,2024-12-31
오포터널,도로터널,03,국가지원지방도,국가지원지방도57호선,57,양방향,경기도,광주시,41610,경기도 광주시 오포읍 능평리, 37.354072, 127.168278, 37.355060, 127.167485,160,22,0,5,4,2002,2024-12-18,C,정기점검,미적용,N,,,,N,경기도 광주시,031-760-4496,2024-12-31
중원터널(상),도로터널,01,일반국도,일반국도3호선,3,상행,경기도,광주시,41610,경기도 광주시 직동 , 37.407211, 127.182914, 37.411716, 127.170613,1195,10.5,0,8.8,3,2017,2024-12-18,A,정기점검,미적용,N,,,,N,경기도 광주시,031-760-4496,2024-12-31
중원터널(하),도로터널,01,일반국도,일반국도3호선,3,하행,경기도,성남시 중원구,41133,경기도 성남시 중원구 도촌동 , 37.411306, 127.170634, 37.406855, 127.182687,1195,10.5,0,8.8,3,2017,2024-12-18,A,정기점검,미적용,N,,,,N,경기도 성남시 중원구,031-760-4496,2024-12-31
직동터널(상행),도로터널,01,일반국도,일반국도3호선,3,상행,경기도,광주시,41610,경기도 광주시 직동 , 37.404427, 127.188453, 37.405828, 127.185678,310,10.5,0,8.8,3,2017,2024-12-18,A,정기점검,미적용,N,,,,N,경기도 광주시,031-760-4496,2024-12-31
직동터널(하행),도로터널,01,일반국도,일반국도3호선,3,하행,경기도,광주시,41610,경기도 광주시 직동 , 37.405360, 127.185541, 37.403985, 127.188508,310,10.5,0,8.8,3,2017,2024-12-18,A,정기점검,미적용,N,,,,N,경기도 광주시,031-760-4496,2024-12-31
천보터널,도로터널,02,지방도,지방도379호선,379,양방향,경기도,양주시,41630,경기도 양주시 회암동 , 37.862403, 127.103925, 37.866004, 127.107578,500,10,0,6,2,2006,2024-03-07,B,정기점검,미적용,N,,,,N,경기도 양주시,031-8082-7324,2024-12-31
옥정지하차도,지하차도,02,시도,시도,,양방향,경기도,양주시,41630,경기도 양주시 옥정동 , 37.817429, 127.091573, 37.820217, 127.091622,481,19,0,5.3,4,2014,2024-12-31,A,정기점검,미적용,N,,,,N,경기도 양주시,031-8082-7324,2024-12-31
송추지하차도,지하차도,03,시도,시도,,양방향,경기도,양주시,41630,경기도 양주시 장흥면 부곡리, 37.713234, 126.961491, 37.712190, 126.965767,70,25,0,4.5,4,1995,2024-12-31,B,정기점검,미적용,N,,,,N,경기도 양주시,031-8082-7324,2024-12-31
어하터널(상),도로터널,02,지방도,지방도360호선,360,상행,경기도,양주시,41630,경기도 양주시 삼숭동 , 37.808213, 127.113718, 37.806553, 127.124731,980,9,0,6.7,2,2011,2024-09-08,B,정기점검,미적용,N,,,,N,경기도 양주시,031-8082-7324,2024-12-31
어하터널(하),도로터널,02,지방도,지방도360호선,360,하행,경기도,포천시,41650,경기도 포천시 소흘읍 이동교리, 37.806841, 127.124822, 37.808474, 127.114071,960,9,0,6.7,2,2011,2024-09-08,B,정기점검,미적용,N,,,,N,경기도 포천시,031-8082-7324,2024-12-31
용문산터널,도로터널,02,군도,군도,,양방향,경기도,양평군,41830,경기도 양평군 용문면 오촌리, 37.528651, 127.574294, 37.530312, 127.569985,360,10.1,0,6.9,2,2008,2024-06-28,B,정기점검,미적용,N,,,,N,경기도 양평군,031-770-2436,2024-12-31
덕상터널,도로터널,03,국가지원지방도,국가지원지방도88호선,88,양방향,강원특별자치도,영월군,51750,강원특별자치도 영월군 한반도면 광전리, 37.245119, 128.373561, 37.245301, 128.371490,165,9,0,4.5,2,2003,2024-11-18,B,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
배일치터널,도로터널,02,국가지원지방도,국가지원지방도88호선,88,양방향,강원특별자치도,영월군,51750,강원특별자치도 영월군 남면 북쌍리, 37.223452, 128.390994, 37.230699, 128.386319,830,9,0,4.5,2,2002,2024-09-13,B,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
솔치터널,도로터널,01,국가지원지방도,국가지원지방도88호선,88,양방향,강원특별자치도,영월군,51750,강원특별자치도 영월군 주천면 신일리, 37.265514, 128.224409, 37.265746, 128.206908,1554,10.3,2,4.8,2,2001,2024-11-22,B,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
신림터널,도로터널,02,국가지원지방도,국가지원지방도88호선,88,양방향,강원특별자치도,원주시,51130,강원특별자치도 원주시 신림면 황둔리, 37.252344, 128.118753, 37.251258, 128.111425,620,9,0,4.5,2,1990,2024-09-30,B,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
영동2터널,도로터널,02,지방도,지방도408호선,408,양방향,강원특별자치도,평창군,51760,강원특별자치도 평창군 용평면 백옥포리, 37.573721, 128.388613, 37.572220, 128.382549,625,9.3,0,4.2,2,1975,2024-10-14,B,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
오룡터널,도로터널,02,지방도,지방도444호선,444,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 영귀미면 성수리, 37.687645, 127.915507, 37.691396, 127.915338,400,9.6,0,4.8,2,2004,2024-11-23,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
보래령터널,도로터널,01,지방도,지방도424호선,424,양방향,강원특별자치도,평창군,51760,강원특별자치도 평창군 봉평면 덕거리, 37.683447, 128.392690, 37.701044, 128.399733,2050,9,0,4.8,2,2011,2024-11-18,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
고일재터널,도로터널,02,지방도,지방도411호선,411,양방향,강원특별자치도,영월군,51750,강원특별자치도 영월군 무릉도원면 운학리, 37.345498, 128.189157, 37.346113, 128.182220,640,9,0,4.8,2,2011,2024-11-22,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
소주터널,도로터널,02,지방도,지방도403호선,403,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 남면 후동리, 37.759752, 127.625418, 37.765278, 127.630634,750,8.5,0,4.8,2,2012,2024-11-22,A,정기점검,미적용,N,,,,N,강원특별자치도 도로관리사업소,033-737-6823,2024-12-31
